0.08465192,0.10096258,0.10554335,0.10646896,0.10714395
0.13195299,0.13282505,0.13683073,0.14094469,0.14425620
0.11323950,0.11356462,0.11570494,0.12208614,0.12255330
0.11623972,0.12413567,0.12786298,0.12975998,0.13370000
0.04772495,0.04816083,0.07412971,0.07502291,0.07718690
0.10437909,0.11477366,0.12430277,0.12489931,0.13293043
0.10109644,0.11486562,0.11888234,0.12117457,0.12468721
0.11049359,0.11498421,0.12606116,0.12912098,0.13093589
0.13871258,0.14573500,0.16665946,0.16699062,0.16855563
0.15357400,0.15989634,0.17341824,0.17925197,0.18395244
0.14192098,0.16045709,0.16141193,0.16141193,0.16252674
0.09684121,0.11335701,0.11531331,0.11791621,0.11825487
0.13059798,0.13222852,0.13406405,0.14643124,0.15634874
0.18656978,0.19041571,0.19276674,0.19767357,0.19915800
0.10827748,0.11111653,0.12448262,0.12596543,0.12935264
0.11379901,0.11764906,0.11874123,0.12234166,0.12662025
0.10517857,0.12522991,0.12742712,0.13405374,0.13546172
0.06457879,0.06761397,0.07073489,0.10205650,0.10372699
0.14724764,0.14970291,0.15225251,0.15306613,0.15477520
0.17188182,0.18315592,0.18427572,0.18431118,0.18664701
0.16063917,0.16138326,0.16393921,0.16409703,0.16498898
0.10063303,0.10132158,0.10167335,0.10197631,0.10281175
0.09560006,0.09760610,0.11081206,0.11314878,0.11547117
0.12480951,0.12840028,0.13280983,0.13529031,0.14051664
0.14092129,0.16050172,0.16147484,0.16358991,0.16739771
0.15299021,0.16014767,0.16159001,0.16179663,0.16247329
0.08733537,0.08901059,0.09147654,0.10100269,0.10350632
0.09692707,0.10411284,0.10488811,0.10642224,0.11651241
0.10453146,0.11190891,0.11664562,0.11740956,0.11986477
0.09810611,0.10250109,0.10263037,0.10832475,0.11398785
0.10925025,0.11865175,0.12017053,0.12667345,0.13686381
0.13332036,0.13634086,0.14059204,0.14609782,0.14886251
0.14769435,0.17750834,0.18026264,0.18144965,0.19204931
0.10968216,0.13040416,0.13391136,0.13751315,0.13828704
0.12378062,0.12397850,0.13945176,0.14182842,0.14451793
0.14623745,0.16169578,0.16492924,0.16825436,0.16930959
0.15755185,0.17733738,0.17891204,0.17901182,0.18822840
0.14290552,0.14611810,0.15246177,0.15272868,0.15750252
0.16433963,0.16934900,0.17014031,0.17986929,0.18070541
0.14359993,0.14593583,0.15377176,0.15662682,0.15875868
0.13630208,0.13906088,0.14414056,0.14459231,0.14700870
0.15391128,0.15922257,0.15954390,0.16032913,0.16298670
0.09311418,0.09578806,0.10144769,0.10963486,0.11940388
0.14006791,0.14876772,0.15230259,0.15304263,0.15770386
0.04957750,0.05539432,0.05613202,0.05658225,0.05701564
0.12863654,0.14721842,0.15009411,0.15290320,0.15370597
0.12118931,0.12420061,0.12676093,0.12751499,0.12992433
0.11634724,0.13416259,0.13450545,0.13764136,0.14408013
0.15122901,0.15940830,0.16191839,0.16603801,0.16616625
0.12469406,0.12974924,0.13437161,0.13785669,0.13904873
0.13474144,0.14055026,0.14925776,0.15671009,0.15684004
0.13248070,0.13430947,0.13905555,0.14051935,0.14133333
0.11745039,0.12791488,0.12972522,0.13051854,0.13259020
0.16971767,0.17387788,0.17902550,0.17953621,0.18022028
0.19484732,0.19558197,0.21143925,0.21155502,0.21216856
0.15410982,0.17080522,0.17090966,0.17172295,0.17185794
0.12804896,0.13330005,0.13702346,0.13967837,0.14137793
0.08544252,0.11235761,0.11843354,0.11877477,0.12525764
0.17080362,0.18320577,0.18545547,0.18644145,0.18659931
0.14227891,0.15170206,0.15641570,0.15761521,0.16128930
0.11007413,0.15317141,0.15365541,0.15688150,0.15823266
